created_at	invoice_id	item_id	category	subcategory	item	quantity	rate	amount	created_at_header	balance_due	date	ship_mode	order_id	bill_to	ship_to	discount	shipping	subtotal	total
2025-03-10 11:20:02.632615	1804	FUR-BO-5966	Furniture	Bookcases	Sauder Library with Doors, Metal	4	825.79	3303.17	2025-03-10 11:20:02.632214	2851.86	Dec 13 2012	Same Day	MX-2012-DK1298582-41256	Darren Koutras	Tijuana, Baja, California, Mexico	660.63	209.32	3303.17	2851.86
2025-03-10 11:21:31.872240	1815	TEC-PH-5269	Technology	Phones	Motorola Smart Phone, with Caller ID	6	2582.16	15492.96	2025-03-10 11:21:31.871885	15707.84	Nov 10 2012	Standard Class	MX-2012-NS1850582-41223	Neola Schneider	Puebla, Puebla,, Mexico		214.88	15492.96	15707.84
2025-03-10 11:19:50.708273	1935	TEC-CO-4776	Technology	Copiers	HP Fax Machine, Laser	3	598.68	1796.04	2025-03-10 11:19:50.707899	1867.7	Feb 03 2013	Second Class	MX-2013-CC1210082-41308	Chad Cunningham	Guasave, Sinaloa,, Mexico	3.59	75.25	1796.04	1867.7
2025-03-10 11:22:02.299388	1971	FUR-BO-3891	Furniture	Bookcases	Dania Classic Bookcase, Pine	6	1648.44	9890.64	2025-03-10 11:22:02.299016	9999.77	Jan 04 2012	Second Class	MX-2012-RA1991518-40912	Russell Applegate	Francisco Beltrão,, Parana, Brazil		109.13	9890.64	9999.77
2025-03-10 11:19:47.589456	2027	FUR-BO-3627	Furniture	Bookcases	Bush Classic Bookcase, Traditional	5	1375.6	6878.0	2025-03-10 11:19:47.589104	7046.81	Oct 14 2012	First Class	MX-2012-CJ1187518-41196	Carl Jackson	Cabo de Santo, Agostinho,, Pernambuco, Brazil		168.81	6878.0	7046.81
2025-03-10 11:20:00.703259	2034	OFF-AP-3869	Office Supplies	Appliances	Cuisinart Refrigerator, Red	7	1852.03	12964.22	2025-03-10 11:20:00.702897	10555.55	Jun 29 2012	Standard Class	MX-2012-DK1283536-41089	Damala Kotsonis	Santo Domingo,, Santo Domingo,, Dominican Republic	2592.84	184.17	12964.22	10555.55
2025-03-10 11:21:13.402522	2080	OFF-AP-4962	Office Supplies	Appliances	KitchenAid Refrigerator, Silver	9	3172.14	28549.26	2025-03-10 11:21:13.402160	28949.11	Nov 09 2012	Second Class	MX-2012-MD1735028-41222	Maribeth Dona	Medellín, Antioquia,, Colombia		399.85	28549.26	28949.11
2025-03-10 11:21:09.462876	2291	FUR-CH-4682	Furniture	Chairs	Hon Rocking Chair, Black	6	512.76	3076.56	2025-03-10 11:21:09.462511	3230.87	Apr 03 2012	Same Day	MX-2012-LP1709528-41002	Liz Preis	Bogotá, Bogota,, Colombia		154.31	3076.56	3230.87
2025-03-10 11:21:09.701455	2293	TEC-CO-3695	Technology	Copiers	Canon Ink, Digital	6	585.99	3515.91	2025-03-10 11:21:09.701103	3635.65	Apr 03 2012	Same Day	MX-2012-LP1709528-41002	Liz Preis	Bogotá, Bogota,, Colombia	7.03	126.77	3515.91	3635.65
2025-03-10 11:20:40.180348	2365	TEC-CO-4775	Technology	Copiers	HP Fax Machine, High-Speed	6	1190.17	7141.05	2025-03-10 11:20:40.179995	7254.26	Oct 14 2012	Standard Class	MX-2012-JG1511582-41196	Jack Garza	Mexico City, Distrito, Federal, Mexico	14.28	127.49	7141.05	7254.26
2025-03-10 11:20:59.060171	2371	FUR-TA-3418	Furniture	Tables	Bevis Computer Table, Fully Assembled	6	1587.17	9523.01	2025-03-10 11:20:59.059814	7747.31	Dec 26 2012	Standard Class	MX-2012-JK1609082-41269	Juliana Krohn	Irapuato, Guanajuato,, Mexico	1904.6	128.9	9523.01	7747.31
2025-03-10 11:19:59.325262	2489	TEC-CO-4775	Technology	Copiers	HP Fax Machine, High-Speed	5	991.81	4959.06	2025-03-10 11:19:59.324887	5089.84	Sep 13 2012	Same Day	MX-2012-CK1276082-41165	Cyma Kinney	Guasave, Sinaloa,, Mexico	9.92	140.7	4959.06	5089.84
2025-03-10 11:20:07.783303	2535	TEC-AC-5224	Technology	Accessories	Memorex Router, Erganomic	6	976.08	5856.48	2025-03-10 11:20:07.782919	6031.16	Jul 19 2012	Same Day	MX-2012-BD1172551-41109	Bruce Degenhardt	Mixco, Guatemala,, Guatemala		174.68	5856.48	6031.16
2025-03-10 11:20:37.001576	2536	TEC-PH-3805	Technology	Phones	Cisco Smart Phone, Cordless	3	1302.96	3908.88	2025-03-10 11:20:37.001213	4005.94	May 27 2012	Standard Class	MX-2012-HP1481582-41056	Harold Pawlan	Atlixco, Puebla,, Mexico		97.06	3908.88	4005.94
2025-03-10 11:21:48.364404	2637	OFF-ST-6046	Office Supplies	Storage	Smead Lockers, Blue	10	1322.8	13228.0	2025-03-10 11:21:48.364009	13331.84	Jan 11 2012	First Class	US-2012-PF1916582-40919	Philip Fox	San Pablo de las, Salinas, México,, Mexico		103.84	13228.0	13331.84
2025-03-10 11:21:05.095993	2641	TEC-PH-5839	Technology	Phones	Samsung Smart Phone, Cordless	6	2044.8	12268.8	2025-03-10 11:21:05.095592	10233.03	Aug 08 2012	Same Day	US-2012-LH1675036-41129	Larry Hughes	Santo Domingo,, Santo Domingo,, Dominican Republic	2453.76	417.99	12268.8	10233.03
2025-03-10 11:21:05.363775	2642	OFF-AP-4743	Office Supplies	Appliances	Hoover Stove, Red	6	1819.1	10914.62	2025-03-10 11:21:05.363405	8981.34	Aug 08 2012	Same Day	US-2012-LH1675036-41129	Larry Hughes	Santo Domingo,, Santo Domingo,, Dominican Republic	2182.92	249.64	10914.62	8981.34
2025-03-10 11:22:20.335730	2725	TEC-CO-3587	Technology	Copiers	Brother Copy Machine, Color	3	526.41	1579.22	2025-03-10 11:22:20.335381	1685.42	Nov 16 2012	First Class	MX-2012-SM2095018-41229	Suzanne McNair	São Paulo, São, Paulo, Brazil	3.16	109.36	1579.22	1685.42
2025-03-10 11:19:32.994027	2765	FUR-CH-5795	Furniture	Chairs	SAFCO Rocking Chair, Red	7	629.58	4407.06	2025-03-10 11:19:32.993630	4512.3	Dec 20 2012	First Class	MX-2012-BG1103518-41263	Barry Gonzalez	Juiz de Fora, Minas, Gerais, Brazil		105.24	4407.06	4512.3
2025-03-10 11:20:45.782432	2910	FUR-BO-3625	Furniture	Bookcases	Bush Classic Bookcase, Mobile	4	1107.2	4428.8	2025-03-10 11:20:45.782065	4534.14	Sep 22 2012	Standard Class	MX-2012-JP1552018-41174	Jeremy Pistek	Teresópolis, Rio de, Janeiro, Brazil		105.34	4428.8	4534.14
2025-03-10 11:22:34.751016	2964	FUR-BO-5951	Furniture	Bookcases	Sauder Classic Bookcase, Traditional	4	697.58	2790.34	2025-03-10 11:22:34.750622	1741.99	May 17 2012	Standard Class	US-2012-TZ2144536-41046	Tom Zandusky	Santo Domingo,, Santo Domingo,, Dominican Republic	1116.14	67.79	2790.34	1741.99
2025-03-10 11:22:35.014741	2967	OFF-AP-3574	Office Supplies	Appliances	Breville Refrigerator, Black	5	1383.36	6916.8	2025-03-10 11:22:35.014338	5609.49	May 17 2012	Standard Class	US-2012-TZ2144536-41046	Tom Zandusky	Santo Domingo,, Santo Domingo,, Dominican Republic	1383.36	76.05	6916.8	5609.49
2025-03-10 11:21:56.840366	3151	FUR-CH-5379	Furniture	Chairs	Novimex Executive Leather Armchair, Black	5	1526.5	7632.5	2025-03-10 11:21:56.839957	7754.23	Oct 02 2012	Standard Class	MX-2012-RL1961518-41184	Rob Lucas	Nova Serrana, Minas, Gerais, Brazil		121.73	7632.5	7754.23
2025-03-10 11:19:42.327195	3187	FUR-BO-5972	Furniture	Bookcases	Sauder Stackable Bookrack, Pine	8	796.48	6371.84	2025-03-10 11:19:42.326808	6449.69	Aug 24 2012	Standard Class	MX-2012-BS1159039-41145	Brendan Sweed	Mejicanos, San, Salvador, El Salvador		77.85	6371.84	6449.69
2025-03-10 11:19:38.941225	3526	TEC-CO-5997	Technology	Copiers	Sharp Fax Machine, Color	5	988.32	4941.6	2025-03-10 11:19:38.940866	5039.19	Feb 26 2012	Second Class	MX-2012-BS1138093-40965	Bill Stewart	Matagalpa,, Matagalpa, Nicaragua	9.88	107.47	4941.6	5039.19
2025-03-10 11:19:39.205465	3527	FUR-BO-5746	Furniture	Bookcases	Safco 3-Shelf Cabinet, Mobile	6	685.44	4112.64	2025-03-10 11:19:39.205098	4201.03	Feb 26 2012	Second Class	MX-2012-BS1138093-40965	Bill Stewart	Matagalpa,, Matagalpa, Nicaragua		88.39	4112.64	4201.03
2025-03-10 11:19:48.573747	3719	TEC-CO-3709	Technology	Copiers	Canon Wireless Fax, High-Speed	2	501.48	1002.95	2025-03-10 11:19:48.573394	1070.59	Feb 24 2012	Same Day	MX-2012-CS1195018-40963	Carlos Soltero	Pelotas, Rio Grande, do Sul, Brazil	2.01	69.65	1002.95	1070.59
2025-03-10 11:22:02.551141	3774	TEC-CO-4582	Technology	Copiers	Hewlett Ink, Laser	5	494.61	2473.04	2025-03-10 11:22:02.550741	2573.17	Nov 10 2012	Same Day	MX-2012-RD1993051-41223	Russell D'Ascenzo	Chinautla,, Guatemala,, Guatemala	4.95	105.08	2473.04	2573.17
2025-03-10 11:19:35.271460	3801	OFF-ST-4268	Office Supplies	Storage	Fellowes Lockers, Single Width	4	552.96	2211.84	2025-03-10 11:19:35.271099	2314.77	Sep 15 2012	First Class	MX-2012-BP1115531-41167	Becky Pak	Holguín, Holguín,, Cuba		102.93	2211.84	2314.77
2025-03-10 11:22:14.955766	3832	OFF-ST-5692	Office Supplies	Storage	Rogers File Cart, Industrial	8	755.2	6041.6	2025-03-10 11:22:14.955394	6127.63	May 20 2012	Standard Class	MX-2012-SC2057531-41049	Sonia Cooley	Palma Soriano,, Santiago de Cuba,, Cuba		86.03	6041.6	6127.63
2025-03-10 11:22:42.210808	3875	FUR-TA-4713	Furniture	Tables	Hon Wood Table, with Bottom Storage	10	2833.76	28337.6	2025-03-10 11:22:42.210454	22940.02	May 03 2012	Standard Class	MX-2012-XP2186539-41032	Xylona Preis	Mejicanos, San, Salvador, El Salvador	5667.52	269.94	28337.6	22940.02
2025-03-10 11:19:37.510949	3924	FUR-CH-4530	Furniture	Chairs	Harbour Creations Executive Leather Armchair, Adjustable	3	753.89	2261.66	2025-03-10 11:19:37.510541	1985.54	Dec 22 2012	Second Class	MX-2012-BF1127536-41265	Beth Fritzler	La Romana, La, Romana, Dominican, Republic	452.33	176.21	2261.66	1985.54
2025-03-10 11:20:36.523442	3942	FUR-CH-5441	Furniture	Chairs	Office Star Executive Leather Armchair, Adjustable	3	744.0	2232.0	2025-03-10 11:20:36.523049	1876.54	Dec 04 2012	Standard Class	MX-2012-HE1480082-41247	Harold Engle	Cuernavaca, Morelos,, Mexico	446.4	90.94	2232.0	1876.54
2025-03-10 11:20:36.774401	3943	TEC-CO-4773	Technology	Copiers	HP Fax Machine, Color	4	802.07	3208.29	2025-03-10 11:20:36.774002	3303.51	Dec 04 2012	Standard Class	MX-2012-HE1480082-41247	Harold Engle	Cuernavaca, Morelos,, Mexico	6.42	101.64	3208.29	3303.51
2025-03-10 11:20:06.031974	4062	FUR-TA-4710	Furniture	Tables	Hon Wood Table, Adjustable Height	6	1707.26	10243.58	2025-03-10 11:20:06.031584	8304.6	Nov 23 2012	Standard Class	MX-2012-DP1310582-41236	Dave Poirier	Monterrey, Nuevo, León, Mexico	2048.72	109.74	10243.58	8304.6
2025-03-10 11:21:46.415948	4078	FUR-BO-3889	Furniture	Bookcases	Dania Classic Bookcase, Metal	5	1093.92	5469.6	2025-03-10 11:21:46.415570	4510.98	Sep 22 2012	Standard Class	MX-2012-PW1903082-41174	Pauline Webber	Orizaba, Veracruz,, Mexico	1093.92	135.3	5469.6	4510.98
2025-03-10 11:21:35.559244	4173	OFF-AP-4505	Office Supplies	Appliances	Hamilton Beach Stove, Black	2	577.89	1155.78	2025-03-10 11:21:35.558875	1006.43	Sep 29 2012	Second Class	US-2012-PC1874536-41181	Pamela Coakley	San Pedro de, Macorís, San Pedro, de Macorís,	231.16	81.81	1155.78	
2025-03-10 11:20:01.643560	4344	TEC-CO-3596	Technology	Copiers	Brother Fax Machine, Digital	4	846.78	3387.13	2025-03-10 11:20:01.643149	3495.83	Jun 06 2012	Standard Class	MX-2012-DK1289582-41066	Dana Kaydos	Monterrey, Nuevo, León, Mexico	6.77	115.47	3387.13	3495.83
2025-03-10 11:22:07.634051	4375	TEC-CO-3598	Technology	Copiers	Brother Fax Machine, Laser	3	635.81	1907.42	2025-03-10 11:22:07.633665	2015.09	Feb 07 2013	Second Class	MX-2013-SB2018593-41312	Sarah Brown	Managua, Managua,, Nicaragua	3.81	111.48	1907.42	2015.09
2025-03-10 11:21:04.833388	4449	FUR-BO-5761	Furniture	Bookcases	Safco Classic Bookcase, Mobile	4	705.07	2820.29	2025-03-10 11:21:04.833023	1820.89	Sep 20 2012	Same Day	US-2012-LB167355-41172	Larry Blacks	San Juan, San Juan,, Argentina	1128.12	128.72	2820.29	1820.89
2025-03-10 11:21:39.161606	4585	TEC-PH-5839	Technology	Phones	Samsung Smart Phone, Cordless	3	1278.0	3834.0	2025-03-10 11:21:39.161237	4192.18	Oct 26 2012	First Class	MX-2012-JB1600093-41208	Joy Bell-	León, León,, Nicaragua		358.18	3834.0	4192.18
2025-03-10 11:21:32.343205	4597	FUR-BO-4850	Furniture	Bookcases	Ikea Classic Bookcase, Pine	6	1321.92	7931.52	2025-03-10 11:21:32.342854	6526.34	Jan 09 2013	Standard Class	MX-2013-NM1852082-41283	Neoma Murray	Monterrey, Nuevo, León, Mexico	1586.3	181.12	7931.52	6526.34
2025-03-10 11:20:05.041726	4659	OFF-ST-4268	Office Supplies	Storage	Fellowes Lockers, Single Width	4	552.96	2211.84	2025-03-10 11:20:05.041357	2280.47	Sep 28 2012	Second Class	MX-2012-DH1307539-41180	Dave Hallsten	San Salvador, San, Salvador, El Salvador		68.63	2211.84	2280.47
2025-03-10 11:19:57.580127	4723	TEC-PH-5840	Technology	Phones	Samsung Smart Phone, Full Size	3	764.93	2294.78	2025-03-10 11:19:57.579715	1553.05	Jun 19 2012	First Class	US-2012-Co12640143-41079	Corey-Lock	Carora, Lara,, Venezuela	917.91	176.18	2294.78	1553.05
2025-03-10 11:20:58.576192	4785	TEC-PH-5355	Technology	Phones	Nokia Smart Phone, Full Size	5	2124.5	10622.5	2025-03-10 11:20:58.575812	10774.42	Mar 21 2012	Standard Class	MX-2012-JW1607582-40989	Julia West	Nuevo Laredo,, Tamaulipas, Mexico		151.92	10622.5	10774.42
2025-03-10 11:21:00.253925	4817	TEC-PH-3149	Technology	Phones	Apple Smart Phone, with Caller ID	9	2300.62	20705.54	2025-03-10 11:21:00.253533	12809.32	Dec 21 2012	First Class	US-2012-JH161805-41264	Justin Hirsh	Buenos Aires,, Buenos Aires,, Argentina	8282.22	386.0	20705.54	12809.32
2025-03-10 11:18:46.473016	4820	FUR-BO-4861	Furniture	Bookcases	Ikea Library with Doors, Mobile	4	780.61	3122.43	2025-03-10 11:18:46.472641	2724.57	Dec 08 2012	First Class	MX-2012-AH1003082-41251	Aaron Hawkins	Saltillo, Coahuila,, Mexico	624.49	226.63	3122.43	2724.57
2025-03-10 11:21:19.742678	4853	FUR-BO-5788	Furniture	Bookcases	Safco Library with Doors, Traditional	9	1403.24	12629.2	2025-03-10 11:21:19.742313	7696.58	Sep 20 2012	Standard Class	US-2012-MG1789055-41172	Michael Granlund	Tegucigalpa,, Francisco Morazán,, Honduras	5051.68	119.06	12629.2	7696.58
2025-03-10 11:21:01.734801	4855	FUR-CH-5380	Furniture	Chairs	Novimex Executive Leather Armchair, Red	7	2147.6	15033.2	2025-03-10 11:21:01.734397	15223.28	Oct 05 2012	Second Class	MX-2012-KE1642018-41187	Katrina Edelman	Curitiba, Parana,, Brazil		190.08	15033.2	15223.28
2025-03-10 11:19:43.046889	4891	FUR-CH-5773	Furniture	Chairs	SAFCO Executive Leather Armchair, Adjustable	9	2226.82	20041.34	2025-03-10 11:19:43.046501	16341.73	Dec 07 2012	Same Day	MX-2012-BG1169582-41250	Brooke Gillingham	Culiacán, Sinaloa,, Mexico	4008.27	308.66	20041.34	16341.73
2025-03-10 11:22:20.564091	4902	OFF-AP-3866	Office Supplies	Appliances	Cuisinart Microwave, Silver	2	372.28	744.56	2025-03-10 11:22:20.563736	827.23	Jan 20 2012	Same Day	MX-2012-SM2095082-40928	Suzanne McNair	Chilpancingo,, Guerrero, Mexico		82.67	744.56	827.23
2025-03-10 11:22:13.802577	4958	TEC-CO-3610	Technology	Copiers	Brother Wireless Fax, High-Speed	3	752.51	2257.54	2025-03-10 11:22:13.802120	2384.15	Nov 21 2012	First Class	MX-2012-ST2053093-41234	Shui Tom	Chinandega,, Chinandega,, Nicaragua	4.52	131.13	2257.54	2384.15
2025-03-10 11:22:14.077957	4960	OFF-AP-4497	Office Supplies	Appliances	Hamilton Beach Microwave, Black	13	2443.48	31765.24	2025-03-10 11:22:14.077204	32354.53	Nov 21 2012	First Class	MX-2012-ST2053093-41234	Shui Tom	Chinandega,, Chinandega,, Nicaragua		589.29	31765.24	32354.53
2025-03-10 11:22:26.504918	4993	OFF-AP-4502	Office Supplies	Appliances	Hamilton Beach Refrigerator, Red	3	1000.26	3000.78	2025-03-10 11:22:26.504530	3134.35	Nov 13 2012	First Class	MX-2012-RA1991518-41226	Russell Applegate	Itamaraju, Bahia,, Brazil		133.57	3000.78	3134.35
2025-03-10 11:21:39.890819	5057	TEC-CO-4590	Technology	Copiers	Hewlett Wireless Fax, Color	3	761.73	2285.2	2025-03-10 11:21:39.890238	2454.31	May 30 2012	Standard Class	MX-2012-LD1685582-41059	Lela Donovan	Morelia, Michoacán,, Mexico	4.57	173.68	2285.2	2454.31
2025-03-10 11:22:41.204124	5101	TEC-CO-4591	Technology	Copiers	Hewlett Wireless Fax, Digital	6	1516.28	9097.69	2025-03-10 11:22:41.203738	9164.0	Jun 19 2012	Standard Class	MX-2012-VG2180582-41079	Vivek Grady	León, Guanajuato,, Mexico	18.2	84.51	9097.69	9164.0
2025-03-10 11:21:16.895123	5179	TEC-CO-5993	Technology	Copiers	Sharp Fax and Copier, Color	3	339.4	1018.2	2025-03-10 11:21:16.894683	1096.78	Oct 14 2012	First Class	MX-2012-MJ1774082-41196	Max Jones	Chihuahua,, Chihuahua, Mexico	2.04	80.62	1018.2	1096.78
2025-03-10 11:22:42.441749	5434	FUR-BO-3901	Furniture	Bookcases	Dania Library with Doors, Metal	2	482.48	964.96	2025-03-10 11:22:42.441390	1031.66	May 31 2012	Standard Class	MX-2012-YS2188093-41060	Yana Sorensen	Matagalpa,, Matagalpa, Nicaragua		66.7	964.96	1031.66
2025-03-10 11:20:21.496092	5436	TEC-CO-4773	Technology	Copiers	HP Fax Machine, Color	3	601.55	1804.66	2025-03-10 11:20:21.495704	1867.78	Oct 15 2012	Standard Class	MX-2012-EB1384093-41197	Ellis Ballard	Matagalpa,, Matagalpa, Nicaragua	3.61	66.73	1804.66	1867.78
2025-03-10 11:21:50.068076	5569	FUR-BO-5951	Furniture	Bookcases	Sauder Classic Bookcase, Traditional	9	2092.75	18834.77	2025-03-10 11:21:50.067708	15237.75	Jan 07 2013	Standard Class	MX-2013-PF1922582-41281	Phillip Flathmann	Reynosa,, Tamaulipas, Mexico	3766.95	169.93	18834.77	15237.75
2025-03-10 11:21:08.299392	5694	FUR-BO-3624	Furniture	Bookcases	Bush Classic Bookcase, Metal	3	659.42	1978.27	2025-03-10 11:21:08.299017	1687.14	Nov 24 2012	First Class	US-2012-LD1700582-41237	Lisa DeCherney	Río Bravo,, Tamaulipas, Mexico	395.65	104.52	1978.27	1687.14
